Mach_bin,CL_bin,Frequency
0.544,0.4078905149014123,1.0
0.544,0.4134233360346551,0.0
0.544,0.4189561571678978,1.0
0.544,0.4244889783011406,0.0
0.544,0.4300217994343833,1.0
0.544,0.43555462056762606,0.0
0.544,0.4410874417008688,0.0
0.544,0.44662026283411155,0.0
0.544,0.45215308396735426,0.0
0.544,0.45768590510059703,0.0
0.544,0.46321872623383975,2.0
0.544,0.4687515473670825,0.0
0.544,0.47428436850032524,1.0
0.544,0.479817189633568,1.0
0.544,0.4853500107668107,0.0
0.544,0.4908828319000535,2.0
0.544,0.4964156530332962,2.0
0.544,0.501948474166539,5.0
0.544,0.5074812952997817,6.0
0.544,0.5130141164330244,9.0
0.544,0.5185469375662672,9.0
0.544,0.52407975869951,0.0
0.544,0.5296125798327527,1.0
0.544,0.5351454009659955,0.0
0.544,0.5406782220992382,0.0
0.544,0.5462110432324809,0.0
0.544,0.5517438643657236,0.0
0.544,0.5572766854989664,0.0
0.544,0.5628095066322092,0.0
0.544,0.5683423277654519,0.0
0.544,0.5738751488986946,0.0
0.544,0.5794079700319374,0.0
0.544,0.5849407911651802,0.0
0.544,0.5904736122984229,0.0
0.544,0.5960064334316656,0.0
0.544,0.6015392545649083,0.0
0.544,0.6070720756981511,0.0
0.544,0.6126048968313939,0.0
0.544,0.6181377179646366,0.0
0.544,0.6236705390978794,0.0
0.544,0.6292033602311221,0.0
0.544,0.6347361813643648,0.0
0.544,0.6402690024976075,0.0
0.544,0.6458018236308503,0.0
0.544,0.6513346447640931,0.0
0.544,0.6568674658973358,0.0
0.544,0.6624002870305785,0.0
0.544,0.6679331081638213,0.0
0.544,0.6734659292970641,0.0
0.5509448979591837,0.4078905149014123,0.0
0.5509448979591837,0.4134233360346551,0.0
0.5509448979591837,0.4189561571678978,0.0
0.5509448979591837,0.4244889783011406,0.0
0.5509448979591837,0.4300217994343833,0.0
0.5509448979591837,0.43555462056762606,0.0
0.5509448979591837,0.4410874417008688,0.0
0.5509448979591837,0.44662026283411155,0.0
0.5509448979591837,0.45215308396735426,0.0
0.5509448979591837,0.45768590510059703,0.0
0.5509448979591837,0.46321872623383975,0.0
0.5509448979591837,0.4687515473670825,0.0
0.5509448979591837,0.47428436850032524,1.0
0.5509448979591837,0.479817189633568,0.0
0.5509448979591837,0.4853500107668107,0.0
0.5509448979591837,0.4908828319000535,0.0
0.5509448979591837,0.4964156530332962,0.0
0.5509448979591837,0.501948474166539,0.0
0.5509448979591837,0.5074812952997817,0.0
0.5509448979591837,0.5130141164330244,0.0
0.5509448979591837,0.5185469375662672,0.0
0.5509448979591837,0.52407975869951,0.0
0.5509448979591837,0.5296125798327527,0.0
0.5509448979591837,0.5351454009659955,0.0
0.5509448979591837,0.5406782220992382,0.0
0.5509448979591837,0.5462110432324809,0.0
0.5509448979591837,0.5517438643657236,0.0
0.5509448979591837,0.5572766854989664,0.0
0.5509448979591837,0.5628095066322092,0.0
0.5509448979591837,0.5683423277654519,0.0
0.5509448979591837,0.5738751488986946,0.0
0.5509448979591837,0.5794079700319374,0.0
0.5509448979591837,0.5849407911651802,0.0
0.5509448979591837,0.5904736122984229,0.0
0.5509448979591837,0.5960064334316656,0.0
