toc,Re,Mach,alpha,CL,CD,CM,CDw,CDv,CDp,file,Missing,wasInterpolated,InterpAxis
0.145,2.0e7,0.765,0.815,0.4,0.01519,-0.0918,0.0046,0.01059,0.01054,polar.c145_40,false,false,
0.145,2.0e7,0.775,1.227,0.4,0.02128,-0.0812,0.00795,0.01333,0.01683,polar.c145_40,false,false,
0.145,2.0e7,0.78,1.494,0.4,0.02585,-0.0748,0.00945,0.0164,0.0215,polar.c145_40,false,false,
0.145,2.0e7,0.785,1.935,0.4,0.03103,-0.061,0.011,0.02003,0.02678,polar.c145_40,false,false,
0.145,2.0e7,0.79,2.514,0.4,0.03745,-0.0436,0.01299,0.02446,0.03331,polar.c145_40,false,false,
0.145,2.0e7,0.81,5.034,0.4,0.07073,0.0162,0.02545,0.04528,0.06695,polar.c145_40,false,false,
0.145,2.0e7,0.8,3.838,0.4,0.05316,-0.0087,0.01843,0.03473,0.04925,polar.c145_40,false,false,
0.145,2.0e7,0.3,1.686,0.5,0.00733,-0.0897,0.0,0.00733,0.0018,polar.c145_50,false,false,
0.145,2.0e7,0.4,1.579,0.5,0.0074,-0.0911,0.0,0.0074,0.00193,polar.c145_50,false,false,
0.145,2.0e7,0.5,1.442,0.5,0.00752,-0.093,0.0,0.00752,0.00214,polar.c145_50,false,false,
0.145,2.0e7,0.6,1.274,0.5,0.00776,-0.095,0.0,0.00776,0.0025,polar.c145_50,false,false,
0.145,2.0e7,0.65,1.183,0.5,0.00797,-0.0957,0.0,0.00797,0.00279,polar.c145_50,false,false,
0.145,2.0e7,0.68,1.137,0.5,0.00816,-0.0956,0.0,0.00816,0.00304,polar.c145_50,false,false,
0.145,2.0e7,0.7,1.11,0.5,0.00831,-0.0951,0.0,0.00832,0.00324,polar.c145_50,false,false,
0.145,2.0e7,0.71,1.088,0.5,0.00839,-0.0951,-2.0e-5,0.00841,0.00335,polar.c145_50,false,false,
0.145,2.0e7,0.72,1.05,0.5,0.00851,-0.0957,0.0,0.00852,0.0035,polar.c145_50,false,false,
0.145,2.0e7,0.74,0.99,0.5,0.01004,-0.0991,0.00106,0.00898,0.00516,polar.c145_50,false,false,
0.145,2.0e7,0.77,1.646,0.5,0.02144,-0.0908,0.00773,0.01371,0.01694,polar.c145_50,false,false,
0.145,2.0e7,0.3,2.523,0.6,0.00747,-0.0904,0.0,0.00747,0.00194,polar.c145_60,false,false,
0.145,2.0e7,0.4,2.381,0.6,0.00754,-0.0918,0.0,0.00754,0.00208,polar.c145_60,false,false,
0.145,2.0e7,0.5,2.195,0.6,0.00766,-0.0934,0.0,0.00766,0.0023,polar.c145_60,false,false,
0.145,2.0e7,0.6,1.96,0.6,0.00792,-0.0949,0.0,0.00792,0.00267,polar.c145_60,false,false,
0.145,2.0e7,0.65,1.826,0.6,0.00814,-0.0952,0.0,0.00814,0.00298,polar.c145_60,false,false,
0.145,2.0e7,0.68,1.756,0.6,0.00833,-0.0944,-1.0e-5,0.00834,0.00324,polar.c145_60,false,false,
0.145,2.0e7,0.7,1.691,0.6,0.00849,-0.094,-2.0e-5,0.00851,0.00344,polar.c145_60,false,false,
0.145,2.0e7,0.71,1.641,0.6,0.00859,-0.0944,-2.0e-5,0.00861,0.00357,polar.c145_60,false,false,
0.145,2.0e7,0.72,1.572,0.6,0.00893,-0.096,0.00019,0.00874,0.00397,polar.c145_60,false,false,
0.145,2.0e7,0.73,1.529,0.6,0.00974,-0.0975,0.00076,0.00898,0.00483,polar.c145_60,false,false,
0.145,2.0e7,0.75,1.703,0.6,0.01497,-0.098,0.0045,0.01047,0.01026,polar.c145_60,false,false,
0.145,2.0e7,0.0,2.711,0.6,0.00739,-0.0885,0.0,0.00739,0.00179,polar.c145_60,false,false,
0.145,2.0e7,0.1,2.691,0.6,0.0074,-0.0887,0.0,0.0074,0.0018,polar.c145_60,false,false,
0.145,2.0e7,0.2,2.632,0.6,0.00742,-0.0893,0.0,0.00742,0.00185,polar.c145_60,false,false,
0.145,2.0e7,0.45,2.302,0.6,0.00758,-0.0924,0.0,0.00758,0.00217,polar.c145_60,false,false,
0.145,2.0e7,0.55,2.092,0.6,0.00776,-0.0941,0.0,0.00776,0.00245,polar.c145_60,false,false,
0.145,2.0e7,0.63,1.889,0.6,0.00804,-0.095,0.0,0.00804,0.00284,polar.c145_60,false,false,
0.145,2.0e7,0.67,1.792,0.6,0.00826,-0.0944,-0.0,0.00827,0.00314,polar.c145_60,false,false,
0.145,2.0e7,0.69,1.737,0.6,0.00841,-0.0939,-1.0e-5,0.00843,0.00334,polar.c145_60,false,false,
0.145,2.0e7,0.725,1.554,0.6,0.0093,-0.0967,0.00044,0.00885,0.00436,polar.c145_60,false,false,
0.145,2.0e7,0.735,1.534,0.6,0.0106,-0.0985,0.00141,0.00919,0.00574,polar.c145_60,false,false,
0.145,2.0e7,0.74,1.558,0.6,0.01173,-0.099,0.00225,0.00948,0.00691,polar.c145_60,false,false,
0.145,2.0e7,0.745,1.616,0.6,0.01325,-0.099,0.00335,0.0099,0.00849,polar.c145_60,false,false,
0.145,2.0e7,0.755,1.877,0.6,0.01784,-0.0962,0.00629,0.01156,0.01321,polar.c145_60,false,false,
0.145,2.0e7,0.76,2.018,0.6,0.02107,-0.0962,0.00786,0.01321,0.01651,polar.c145_60,false,false,
0.145,2.0e7,0.765,2.446,0.6,0.02657,-0.0889,0.00931,0.01726,0.02213,polar.c145_60,false,false,
0.145,2.0e7,0.77,3.035,0.6,0.03351,-0.0778,0.01148,0.02204,0.0292,polar.c145_60,false,false,
0.145,2.0e7,0.785,4.877,0.6,0.0601,-0.0516,0.02055,0.03955,0.05617,polar.c145_60,false,false,
0.145,2.0e7,0.79,5.329,0.6,0.06826,-0.0468,0.02345,0.04481,0.06441,polar.c145_60,false,false,
0.145,2.0e7,0.81,7.013,0.6,0.1011,-0.0274,0.03438,0.06672,0.09752,polar.c145_60,false,false,
0.145,2.0e7,0.775,3.701,0.6,0.04211,-0.0667,0.01434,0.02777,0.03794,polar.c145_60,false,false,
0.145,2.0e7,0.8,6.187,0.6,0.08468,-0.0371,0.02901,0.05567,0.08098,polar.c145_60,false,false,
0.145,2.0e7,0.3,3.366,0.7,0.00763,-0.0909,0.0,0.00763,0.00212,polar.c145_70,false,false,
0.145,2.0e7,0.4,3.19,0.7,0.00771,-0.092,0.0,0.00771,0.00227,polar.c145_70,false,false,
0.145,2.0e7,0.5,2.953,0.7,0.00785,-0.0933,0.0,0.00785,0.0025,polar.c145_70,false,false,
0.145,2.0e7,0.55,2.809,0.7,0.00796,-0.0938,1.0e-5,0.00796,0.00268,polar.c145_70,false,false,
0.145,2.0e7,0.6,2.662,0.7,0.00816,-0.0936,4.0e-5,0.00811,0.00295,polar.c145_70,false,false,
0.145,2.0e7,0.63,2.553,0.7,0.00833,-0.0934,7.0e-5,0.00826,0.00318,polar.c145_70,false,false,
0.145,2.0e7,0.65,2.49,0.7,0.00847,-0.0925,8.0e-5,0.00839,0.00337,polar.c145_70,false,false,
0.145,2.0e7,0.67,2.414,0.7,0.00862,-0.0915,8.0e-5,0.00853,0.00356,polar.c145_70,false,false,
0.145,2.0e7,0.69,2.324,0.7,0.00878,-0.0905,7.0e-5,0.00871,0.00377,polar.c145_70,false,false,
0.145,2.0e7,0.7,2.263,0.7,0.00885,-0.0903,5.0e-5,0.0088,0.00387,polar.c145_70,false,false,
0.145,2.0e7,0.71,2.196,0.7,0.00891,-0.0903,1.0e-5,0.0089,0.00396,polar.c145_70,false,false,
0.145,2.0e7,0.72,2.071,0.7,0.00924,-0.0935,0.00024,0.009,0.00432,polar.c145_70,false,false,
0.145,2.0e7,0.74,2.118,0.7,0.01468,-0.0985,0.00436,0.01032,0.00997,polar.c145_70,false,false,
0.145,2.0e7,0.75,2.397,0.7,0.02155,-0.0976,0.00815,0.0128,0.0169,polar.c145_70,false,false,
0.145,2.0e7,0.3,4.217,0.8,0.00787,-0.0912,0.0,0.00787,0.00236,polar.c145_80,false,false,
0.145,2.0e7,0.4,4.005,0.8,0.00795,-0.092,0.0,0.00795,0.00252,polar.c145_80,false,false,
0.145,2.0e7,0.5,3.718,0.8,0.0081,-0.0926,1.0e-5,0.0081,0.00279,polar.c145_80,false,false,
0.145,2.0e7,0.55,3.591,0.8,0.00835,-0.0911,0.00014,0.00821,0.00315,polar.c145_80,false,false,
0.145,2.0e7,0.6,3.414,0.8,0.00903,-0.0894,0.00059,0.00844,0.00394,polar.c145_80,false,false,
0.145,2.0e7,0.63,3.286,0.8,0.0095,-0.0876,0.00084,0.00866,0.00447,polar.c145_80,false,false,
0.145,2.0e7,0.65,3.19,0.8,0.00978,-0.0859,0.00096,0.00882,0.00479,polar.c145_80,false,false,
0.145,2.0e7,0.67,3.077,0.8,0.00998,-0.0839,0.001,0.00898,0.00502,polar.c145_80,false,false,
0.145,2.0e7,0.68,3.003,0.8,0.00997,-0.0833,0.00093,0.00904,0.00503,polar.c145_80,false,false,
0.145,2.0e7,0.69,2.902,0.8,0.00986,-0.0836,0.00077,0.00909,0.00493,polar.c145_80,false,false,
0.145,2.0e7,0.7,2.757,0.8,0.00971,-0.0859,0.00061,0.0091,0.00479,polar.c145_80,false,false,
0.145,2.0e7,0.71,2.588,0.8,0.00995,-0.0906,0.00079,0.00916,0.00507,polar.c145_80,false,false,
0.145,2.0e7,0.72,2.493,0.8,0.01163,-0.0957,0.00212,0.00951,0.00684,polar.c145_80,false,false,
0.145,2.0e7,0.0,4.497,0.8,0.00779,-0.0896,0.0,0.00779,0.0022,polar.c145_80,false,false,
0.145,2.0e7,0.1,4.469,0.8,0.0078,-0.0897,0.0,0.0078,0.00221,polar.c145_80,false,false,
0.145,2.0e7,0.2,4.381,0.8,0.00781,-0.0902,0.0,0.00781,0.00226,polar.c145_80,false,false,
0.145,2.0e7,0.45,3.882,0.8,0.00799,-0.0922,0.0,0.00799,0.00262,polar.c145_80,false,false,
0.145,2.0e7,0.725,2.52,0.8,0.01361,-0.0976,0.00368,0.00994,0.00887,polar.c145_80,false,false,
0.145,2.0e7,0.73,2.589,0.8,0.01609,-0.0984,0.00552,0.01056,0.01141,polar.c145_80,false,false,
0.145,2.0e7,0.735,2.726,0.8,0.0195,-0.0982,0.00784,0.01166,0.01491,polar.c145_80,false,false,
0.145,2.0e7,0.3,4.654,0.85,0.00803,-0.091,0.0,0.00803,0.00253,polar.c145_85,false,false,
0.145,2.0e7,0.4,4.42,0.85,0.00809,-0.0917,0.0,0.00809,0.00268,polar.c145_85,false,false,
0.145,2.0e7,0.45,4.274,0.85,0.00815,-0.0919,0.0,0.00815,0.0028,polar.c145_85,false,false,
0.145,2.0e7,0.5,4.127,0.85,0.00833,-0.0914,4.0e-5,0.0083,0.00305,polar.c145_85,false,false,
0.145,2.0e7,0.55,4.053,0.85,0.00903,-0.0874,0.00069,0.00834,0.00392,polar.c145_85,false,false,
0.145,2.0e7,0.6,3.84,0.85,0.01019,-0.0851,0.00146,0.00873,0.0052,polar.c145_85,false,false,
0.145,2.0e7,0.63,3.674,0.85,0.01081,-0.083,0.00183,0.00898,0.00585,polar.c145_85,false,false,
0.145,2.0e7,0.65,3.558,0.85,0.01116,-0.0809,0.00203,0.00913,0.00624,polar.c145_85,false,false,
0.145,2.0e7,0.67,3.386,0.85,0.01118,-0.0799,0.00195,0.00923,0.00627,polar.c145_85,false,false,
0.145,2.0e7,0.68,3.263,0.85,0.011,-0.0806,0.00176,0.00924,0.0061,polar.c145_85,false,false,
0.145,2.0e7,0.69,3.109,0.85,0.01077,-0.083,0.00154,0.00923,0.00588,polar.c145_85,false,false,
0.145,2.0e7,0.7,2.931,0.85,0.01075,-0.0873,0.00149,0.00925,0.00588,polar.c145_85,false,false,
0.145,2.0e7,0.71,2.783,0.85,0.01163,-0.0927,0.00218,0.00945,0.00682,polar.c145_85,false,false,
0.145,2.0e7,0.72,2.76,0.85,0.01451,-0.097,0.00444,0.01008,0.00981,polar.c145_85,false,false,
0.145,2.0e7,0.3,5.086,0.9,0.00817,-0.0909,0.0,0.00817,0.00269,polar.c145_90,false,false,
0.145,2.0e7,0.4,4.834,0.9,0.00825,-0.0913,0.0,0.00825,0.00285,polar.c145_90,false,false,
0.145,2.0e7,0.45,4.679,0.9,0.00833,-0.0913,1.0e-5,0.00832,0.00299,polar.c145_90,false,false,
0.145,2.0e7,0.5,4.649,0.9,0.00879,-0.0869,0.00019,0.0086,0.00367,polar.c145_90,false,false,
0.145,2.0e7,0.55,4.502,0.9,0.01022,-0.0838,0.00159,0.00863,0.00521,polar.c145_90,false,false,
0.145,2.0e7,0.6,4.265,0.9,0.01196,-0.0803,0.00277,0.00918,0.00705,polar.c145_90,false,false,
0.145,2.0e7,0.63,4.08,0.9,0.01281,-0.0774,0.0034,0.00941,0.00794,polar.c145_90,false,false,
0.145,2.0e7,0.65,3.9,0.9,0.013,-0.0763,0.00353,0.00946,0.00813,polar.c145_90,false,false,
0.145,2.0e7,0.67,3.636,0.9,0.01262,-0.0779,0.00319,0.00943,0.00776,polar.c145_90,false,false,
0.145,2.0e7,0.68,3.468,0.9,0.01232,-0.0804,0.00291,0.0094,0.00746,polar.c145_90,false,false,
0.145,2.0e7,0.69,3.283,0.9,0.01214,-0.0844,0.00274,0.0094,0.00731,polar.c145_90,false,false,
0.145,2.0e7,0.7,3.111,0.9,0.01256,-0.0896,0.00304,0.00952,0.00777,polar.c145_90,false,false,
0.145,2.0e7,0.71,3.021,0.9,0.01448,-0.0947,0.00454,0.00994,0.00976,polar.c145_90,false,false,
0.145,2.0e7,0.72,3.102,0.9,0.01915,-0.0978,0.00803,0.01112,0.01456,polar.c145_90,false,false,
0.145,2.0e7,0.725,3.195,0.9,0.02271,-0.0994,0.0103,0.01241,0.01821,polar.c145_90,false,false,
0.145,2.0e7,0.0,5.403,0.9,0.00808,-0.0899,0.0,0.00808,0.00248,polar.c145_90,false,false,
0.145,2.0e7,0.1,5.37,0.9,0.00809,-0.09,0.0,0.00809,0.0025,polar.c145_90,false,false,
0.145,2.0e7,0.2,5.268,0.9,0.00811,-0.0903,0.0,0.00811,0.00256,polar.c145_90,false,false,
0.09,2.0e7,0.0,0.789,0.5,0.00652,-0.1132,0.0,0.00652,0.00112,NaN,false,true,CL
0.1,2.0e7,0.0,0.965,0.5,0.00664,-0.1088,0.0,0.00664,0.0012000000000000001,NaN,false,true,CL
0.11,2.0e7,0.0,1.1485,0.5,0.00677,-0.1042,0.0,0.00677,0.00129,NaN,false,true,CL
0.12,2.0e7,0.0,1.3375000000000001,0.5,0.006905,-0.09955,0.0,0.006905,0.001385,NaN,false,true,CL
0.13,2.0e7,0.0,1.529,0.5,0.007050000000000001,-0.09485,0.0,0.007050000000000001,0.001495,NaN,false,true,CL
0.14,2.0e7,0.0,1.729,0.5,0.0072,-0.09004999999999999,0.0,0.0072,0.0016099999999999999,NaN,false,true,CL
0.145,2.0e7,0.0,1.831,0.5,0.00727,-0.08765,0.0,0.00727,0.0016749999999999998,NaN,false,true,CL
0.09,2.0e7,0.0,2.602499999999999,0.7,0.006889999999999999,-0.1136,0.0,0.006889999999999999,0.00146,NaN,false,true,CL
0.1,2.0e7,0.0,2.7694999999999994,0.7,0.007,-0.1094,0.0,0.007,0.001535,NaN,false,true,CL
0.11,2.0e7,0.0,2.9449999999999994,0.7,0.00712,-0.105,0.0,0.00712,0.00162,NaN,false,true,CL
0.12,2.0e7,0.0,3.126499999999999,0.7,0.00724,-0.10055,0.0,0.00724,0.001715,NaN,false,true,CL
0.13,2.0e7,0.0,3.310999999999999,0.7,0.00737,-0.09605,0.0,0.00737,0.001815,NaN,false,true,CL
0.14,2.0e7,0.0,3.5044999999999993,0.7,0.00752,-0.0914,0.0,0.00752,0.0019349999999999999,NaN,false,true,CL
0.145,2.0e7,0.0,3.603999999999999,0.7,0.0075899999999999995,-0.08904999999999999,0.0,0.0075899999999999995,0.001995,NaN,false,true,CL
0.09,2.0e7,0.0,3.9799999999999995,0.85,0.007305,-0.11355000000000001,0.0,0.007305,0.0018449999999999999,NaN,false,true,CL
0.1,2.0e7,0.0,4.1415,0.85,0.0073999999999999995,-0.10945,0.0,0.0073999999999999995,0.0019149999999999998,NaN,false,true,CL
0.11,2.0e7,0.0,4.311999999999999,0.85,0.007509999999999999,-0.10515000000000001,0.0,0.007509999999999999,0.002,NaN,false,true,CL
0.12,2.0e7,0.0,4.4864999999999995,0.85,0.00761,-0.1009,0.0,0.00761,0.00208,NaN,false,true,CL
0.13,2.0e7,0.0,4.666499999999999,0.85,0.007725,-0.09655,0.0,0.007725,0.00217,NaN,false,true,CL
0.14,2.0e7,0.0,4.854499999999999,0.85,0.00787,-0.092,0.0,0.00787,0.0022849999999999997,NaN,false,true,CL
0.145,2.0e7,0.0,4.949999999999999,0.85,0.007935,-0.08975,0.0,0.007935,0.00234,NaN,false,true,CL
0.09,2.0e7,0.1,0.7525,0.5,0.0065249999999999996,-0.1141,0.0,0.0065249999999999996,0.001135,NaN,false,true,Mach
0.1,2.0e7,0.1,0.9475,0.5,0.00664,-0.10915,0.0,0.00664,0.0012100000000000001,NaN,false,true,CL
0.11,2.0e7,0.1,1.1315,0.5,0.006775,-0.10455,0.0,0.006775,0.0013,NaN,false,true,CL
0.12,2.0e7,0.1,1.3210000000000002,0.5,0.0069099999999999995,-0.09985,0.0,0.0069099999999999995,0.001395,NaN,false,true,CL
0.13,2.0e7,0.1,1.5140000000000002,0.5,0.007050000000000001,-0.09515,0.0,0.007050000000000001,0.0015049999999999998,NaN,false,true,CL
0.14,2.0e7,0.1,1.714,0.5,0.0072,-0.09029999999999999,0.0,0.0072,0.0016250000000000001,NaN,false,true,CL
0.145,2.0e7,0.1,1.8159999999999998,0.5,0.00728,-0.08785,0.0,0.00728,0.0016849999999999999,NaN,false,true,CL
0.09,2.0e7,0.1,1.641,0.6,0.006645,-0.1145,0.0,0.006645,0.001245,NaN,false,true,Mach
0.09,2.0e7,0.1,2.5467499999999994,0.7,0.006895,-0.11445,0.0,0.006895,0.0014749999999999997,NaN,false,true,Mach
0.1,2.0e7,0.1,2.7474999999999996,0.7,0.007015,-0.10965,0.0,0.007015,0.0015549999999999997,NaN,false,true,CL
0.11,2.0e7,0.1,2.9184999999999994,0.7,0.00712,-0.10535,0.0,0.00712,0.00163,NaN,false,true,CL
0.12,2.0e7,0.1,3.101,0.7,0.007245,-0.1008,0.0,0.007245,0.001725,NaN,false,true,CL
0.13,2.0e7,0.1,3.2864999999999998,0.7,0.007375,-0.0963,0.0,0.007375,0.0018249999999999998,NaN,false,true,CL
0.14,2.0e7,0.1,3.4804999999999997,0.7,0.00752,-0.0916,0.0,0.00752,0.001945,NaN,false,true,CL
0.145,2.0e7,0.1,3.5799999999999996,0.7,0.0076,-0.0892,0.0,0.0076,0.002005,NaN,false,true,CL
0.09,2.0e7,0.1,3.9484999999999992,0.85,0.00733,-0.11385,0.0,0.00733,0.00187,NaN,false,true,CL
0.1,2.0e7,0.1,4.111999999999999,0.85,0.007415,-0.1097,0.0,0.007415,0.0019349999999999997,NaN,false,true,CL
0.11,2.0e7,0.1,4.278499999999999,0.85,0.007509999999999999,-0.1055,0.0,0.007509999999999999,0.00201,NaN,false,true,CL
0.12,2.0e7,0.1,4.454,0.85,0.007614999999999999,-0.1011,0.0,0.007614999999999999,0.00209,NaN,false,true,CL
0.13,2.0e7,0.1,4.634499999999999,0.85,0.00773,-0.09674999999999999,0.0,0.00773,0.002185,NaN,false,true,CL
0.14,2.0e7,0.1,4.8229999999999995,0.85,0.00787,-0.09215,0.0,0.00787,0.0023,NaN,false,true,CL
0.145,2.0e7,0.1,4.919499999999999,0.85,0.007944999999999999,-0.08985,0.0,0.007944999999999999,0.002355,NaN,false,true,CL
0.09,2.0e7,0.2,0.716,0.5,0.006529999999999999,-0.11499999999999999,0.0,0.006529999999999999,0.00115,NaN,false,true,CL
0.1,2.0e7,0.2,0.8935,0.5,0.00665,-0.11035,0.0,0.00665,0.001235,NaN,false,true,CL
0.11,2.0e7,0.2,1.0795000000000001,0.5,0.006784999999999999,-0.10565,0.0,0.006784999999999999,0.0013349999999999998,NaN,false,true,CL
0.12,2.0e7,0.2,1.271,0.5,0.00692,-0.1008,0.0,0.00692,0.001435,NaN,false,true,CL
0.13,2.0e7,0.2,1.4655,0.5,0.00707,-0.09595000000000001,0.0,0.00707,0.001545,NaN,false,true,CL
0.14,2.0e7,0.2,1.6675,0.5,0.007220000000000001,-0.091,0.0,0.007220000000000001,0.00167,NaN,false,true,CL
0.145,2.0e7,0.2,1.771,0.5,0.0073,-0.08845,0.0,0.0073,0.0017300000000000002,NaN,false,true,CL
0.09,2.0e7,0.2,2.4909999999999997,0.7,0.0069,-0.1153,0.0,0.0069,0.0014899999999999998,NaN,false,true,CL
0.1,2.0e7,0.2,2.6604999999999994,0.7,0.00701,-0.1109,0.0,0.00701,0.0015749999999999998,NaN,false,true,CL
0.11,2.0e7,0.2,2.8379999999999996,0.7,0.007124999999999999,-0.10635,0.0,0.007124999999999999,0.0016649999999999998,NaN,false,true,CL
0.12,2.0e7,0.2,3.0219999999999994,0.7,0.007255,-0.1017,0.0,0.007255,0.0017649999999999999,NaN,false,true,CL
0.13,2.0e7,0.2,3.2094999999999994,0.7,0.00739,-0.09705,0.0,0.00739,0.0018699999999999997,NaN,false,true,CL
0.14,2.0e7,0.2,3.4059999999999997,0.7,0.00754,-0.0922,0.0,0.00754,0.001995,NaN,false,true,CL
0.145,2.0e7,0.2,3.5065,0.7,0.007615,-0.08975,0.0,0.007615,0.002055,NaN,false,true,CL
0.09,2.0e7,0.2,3.8389999999999995,0.85,0.00731,-0.11510000000000001,0.0,0.00731,0.00188,NaN,false,true,CL
0.1,2.0e7,0.2,4.0035,0.85,0.007405,-0.11085,0.0,0.007405,0.0019549999999999997,NaN,false,true,CL
0.11,2.0e7,0.2,4.175999999999999,0.85,0.007509999999999999,-0.10640000000000001,0.0,0.007509999999999999,0.0020399999999999997,NaN,false,true,CL
0.12,2.0e7,0.2,4.3534999999999995,0.85,0.007625,-0.1019,0.0,0.007625,0.0021349999999999997,NaN,false,true,CL
0.13,2.0e7,0.2,4.536,0.85,0.0077399999999999995,-0.09735,0.0,0.0077399999999999995,0.0022299999999999998,NaN,false,true,CL
0.14,2.0e7,0.2,4.727499999999999,0.85,0.007885,-0.09265,0.0,0.007885,0.00235,NaN,false,true,CL
0.145,2.0e7,0.2,4.8245,0.85,0.00796,-0.09025,0.0,0.00796,0.00241,NaN,false,true,CL
0.09,2.0e7,0.45,0.404,0.5,0.006605,-0.12340000000000001,0.0,0.006605,0.00133,NaN,false,true,CL
0.1,2.0e7,0.45,0.591,0.5,0.0067399999999999995,-0.11795,0.0,0.0067399999999999995,0.0014299999999999998,NaN,false,true,CL
0.11,2.0e7,0.45,0.7865,0.5,0.006880000000000001,-0.11235,0.0,0.006880000000000001,0.001545,NaN,false,true,CL
0.12,2.0e7,0.45,0.9895,0.5,0.007039999999999999,-0.1066,0.0,0.007039999999999999,0.00167,NaN,false,true,CL
0.13,2.0e7,0.45,1.1965,0.5,0.0072,-0.10075,0.0,0.0072,0.0018050000000000002,NaN,false,true,CL
0.14,2.0e7,0.45,1.4115000000000002,0.5,0.00737,-0.0948,0.0,0.00737,0.001955,NaN,false,true,CL
0.145,2.0e7,0.45,1.5225,0.5,0.00746,-0.09175,0.0,0.00746,0.00204,NaN,false,true,CL
0.09,2.0e7,0.45,1.9874999999999998,0.7,0.00695,-0.12390000000000001,0.0,0.00695,0.00166,NaN,false,true,Mach
0.1,2.0e7,0.45,2.191,0.7,0.007084999999999999,-0.11795,0.0,0.007084999999999999,0.0017749999999999999,NaN,false,true,CL
0.11,2.0e7,0.45,2.3764999999999996,0.7,0.00722,-0.11255,0.0,0.00722,0.0018899999999999998,NaN,false,true,CL
0.12,2.0e7,0.45,2.5719999999999996,0.7,0.00737,-0.10695,0.0,0.00737,0.002015,NaN,false,true,CL
0.13,2.0e7,0.45,2.7654999999999994,0.7,0.00753,-0.10135,0.0,0.00753,0.002155,NaN,false,true,CL
0.145,2.0e7,0.45,3.0919999999999996,0.7,0.007785,-0.09230000000000001,0.0,0.007785,0.002395,NaN,false,true,CL
0.09,2.0e7,0.45,2.7960000000000003,0.8,0.00724,-0.12329999999999999,0.0,0.00724,0.0019450000000000001,NaN,false,true,Mach
0.09,2.0e7,0.45,3.2,0.85,0.007385,-0.12279999999999999,0.0,0.007385,0.002105,NaN,false,true,Mach
0.11,2.0e7,0.45,3.5829999999999993,0.85,0.0076,-0.1118,0.0,0.0076,0.0022949999999999997,NaN,false,true,CL
0.09,2.0e7,0.55,0.20099999999999996,0.5,0.0066949999999999996,-0.12985,0.0,0.0066949999999999996,0.001485,NaN,false,true,CL
0.1,2.0e7,0.55,0.3954999999999999,0.5,0.006840000000000001,-0.12365000000000001,0.0,0.006840000000000001,0.0015999999999999999,NaN,false,true,CL
0.11,2.0e7,0.55,0.5944999999999999,0.5,0.007,-0.11735000000000001,0.0,0.007,0.001735,NaN,false,true,CL
0.12,2.0e7,0.55,0.8059999999999999,0.5,0.0071649999999999995,-0.1108,0.0,0.0071649999999999995,0.0018800000000000002,NaN,false,true,CL
0.13,2.0e7,0.55,1.0265,0.5,0.007345,-0.10405,0.0,0.007345,0.00204,NaN,false,true,CL
0.14,2.0e7,0.55,1.2530000000000001,0.5,0.007535,-0.09715,0.0,0.007535,0.002215,NaN,false,true,CL
0.145,2.0e7,0.55,1.37,0.5,0.007635,-0.09365000000000001,0.0,0.007635,0.00231,NaN,false,true,CL
0.09,2.0e7,0.55,1.6849999999999996,0.7,0.00707,-0.12940000000000002,0.0,0.00707,0.0018549999999999999,NaN,false,true,CL
0.1,2.0e7,0.55,1.8699999999999997,0.7,0.0072,-0.12340000000000001,0.0,0.007195,0.00197,NaN,false,true,CL
0.12,2.0e7,0.55,2.2709999999999995,0.7,0.007529999999999999,-0.1105,9.999999999999996e-6,0.00752,0.00228,NaN,false,true,CL
0.13,2.0e7,0.55,2.4854999999999996,0.7,0.007704999999999999,-0.1037,9.999999999999996e-6,0.007699999999999999,0.002445,NaN,false,true,CL
0.14,2.0e7,0.55,2.7179999999999995,0.7,0.007925,-0.09645000000000001,3.999999999999998e-5,0.007885,0.00267,NaN,false,true,CL
0.1,2.0e7,0.63,0.20499999999999996,0.5,0.0069949999999999995,-0.13,0.0,0.0069949999999999995,0.001825,NaN,false,true,CL
0.11,2.0e7,0.63,0.4165,0.5,0.0071649999999999995,-0.1227,0.0,0.0071649999999999995,0.001975,NaN,false,true,CL
0.12,2.0e7,0.63,0.637,0.5,0.007355,-0.11505,0.0,0.007355,0.00215,NaN,false,true,CL
0.13,2.0e7,0.63,0.8654999999999999,0.5,0.007555,-0.10725,0.0,0.007555,0.002345,NaN,false,true,CL
0.14,2.0e7,0.63,1.106,0.5,0.0077800000000000005,-0.0991,0.0,0.0077800000000000005,0.002565,NaN,false,true,CL
0.145,2.0e7,0.63,1.23,0.5,0.0079,-0.0949,0.0,0.0079,0.002685,NaN,false,true,CL
0.09,2.0e7,0.63,1.3754999999999997,0.7,0.0072499999999999995,-0.13575,7.999999999999997e-5,0.007169999999999999,0.00214,NaN,false,true,CL
0.1,2.0e7,0.63,1.5539999999999996,0.7,0.007345,-0.12915000000000001,1.4999999999999992e-5,0.00733,0.0021999999999999997,NaN,false,true,CL
0.11,2.0e7,0.63,1.7689999999999997,0.7,0.0076,-0.12125,8.999999999999995e-5,0.00751,0.0024549999999999997,NaN,false,true,CL
0.12,2.0e7,0.63,1.9864999999999997,0.7,0.007855,-0.11325,0.00013499999999999992,0.00772,0.0027099999999999997,NaN,false,true,CL
