toc,Re,Mach,alpha,CL,CD,CM,CDw,CDv,CDp,file,Missing,wasInterpolated,InterpAxis
0.13,2.0e7,0.5,3.388,0.8,0.0078,-0.1024,0.0,0.0078,0.0025,polar.c130_80,false,false,
0.13,2.0e7,0.55,3.219,0.8,0.00794,-0.1029,2.0e-5,0.00793,0.00272,polar.c130_80,false,false,
0.13,2.0e7,0.6,3.036,0.8,0.00838,-0.1026,0.00034,0.00804,0.00325,polar.c130_80,false,false,
0.13,2.0e7,0.63,2.891,0.8,0.00869,-0.1026,0.00048,0.0082,0.00362,polar.c130_80,false,false,
0.13,2.0e7,0.65,2.787,0.8,0.00881,-0.1023,0.00049,0.00832,0.00377,polar.c130_80,false,false,
0.13,2.0e7,0.68,2.62,0.8,0.00903,-0.101,0.00049,0.00854,0.00405,polar.c130_80,false,false,
0.13,2.0e7,0.69,2.554,0.8,0.00907,-0.1006,0.00045,0.00862,0.00409,polar.c130_80,false,false,
0.13,2.0e7,0.7,2.469,0.8,0.00903,-0.1008,0.00035,0.00868,0.00407,polar.c130_80,false,false,
0.13,2.0e7,0.71,2.345,0.8,0.00894,-0.1027,0.00023,0.00871,0.00398,polar.c130_80,false,false,
0.13,2.0e7,0.72,2.178,0.8,0.00911,-0.1078,0.00035,0.00875,0.00419,polar.c130_80,false,false,
0.13,2.0e7,0.725,2.113,0.8,0.00963,-0.1108,0.00078,0.00886,0.00474,polar.c130_80,false,false,
0.13,2.0e7,0.73,2.082,0.8,0.01061,-0.1134,0.00155,0.00906,0.00576,polar.c130_80,false,false,
0.13,2.0e7,0.735,2.094,0.8,0.01211,-0.1152,0.00273,0.00938,0.00732,polar.c130_80,false,false,
0.13,2.0e7,0.74,2.155,0.8,0.01421,-0.1162,0.00431,0.00989,0.00948,polar.c130_80,false,false,
0.13,2.0e7,0.745,2.28,0.8,0.01709,-0.1159,0.00634,0.01075,0.01242,polar.c130_80,false,false,
0.13,2.0e7,0.75,2.458,0.8,0.02092,-0.1151,0.00867,0.01225,0.01634,polar.c130_80,false,false,
0.13,2.0e7,0.0,4.209,0.8,0.00757,-0.0965,0.0,0.00757,0.00202,polar.c130_80,false,false,
0.13,2.0e7,0.1,4.179,0.8,0.00758,-0.0967,0.0,0.00758,0.00203,polar.c130_80,false,false,
0.13,2.0e7,0.2,4.088,0.8,0.00759,-0.0974,0.0,0.00759,0.00208,polar.c130_80,false,false,
0.13,2.0e7,0.67,2.691,0.8,0.00899,-0.1011,0.00052,0.00847,0.00399,polar.c130_80,false,false,
0.13,2.0e7,0.3,4.346,0.85,0.00777,-0.0988,0.0,0.00777,0.00231,polar.c130_85,false,false,
0.13,2.0e7,0.4,4.104,0.85,0.00783,-0.1002,0.0,0.00783,0.00244,polar.c130_85,false,false,
0.13,2.0e7,0.45,3.951,0.85,0.00788,-0.1011,0.0,0.00788,0.00254,polar.c130_85,false,false,
0.13,2.0e7,0.5,3.784,0.85,0.00798,-0.1016,0.0,0.00798,0.0027,polar.c130_85,false,false,
0.13,2.0e7,0.55,3.651,0.85,0.00834,-0.1001,0.00033,0.00801,0.0032,polar.c130_85,false,false,
0.13,2.0e7,0.6,3.43,0.85,0.00918,-0.0996,0.00093,0.00825,0.00413,polar.c130_85,false,false,
0.13,2.0e7,0.63,3.261,0.85,0.00964,-0.0991,0.00119,0.00845,0.00464,polar.c130_85,false,false,
0.13,2.0e7,0.65,3.143,0.85,0.0098,-0.0981,0.00122,0.00858,0.00483,polar.c130_85,false,false,
0.13,2.0e7,0.67,3.014,0.85,0.00997,-0.0969,0.00124,0.00872,0.00502,polar.c130_85,false,false,
0.13,2.0e7,0.68,2.932,0.85,0.00996,-0.0966,0.00119,0.00878,0.00503,polar.c130_85,false,false,
0.13,2.0e7,0.69,2.829,0.85,0.00987,-0.0971,0.00105,0.00881,0.00494,polar.c130_85,false,false,
0.13,2.0e7,0.7,2.691,0.85,0.0097,-0.0992,0.00088,0.00882,0.00478,polar.c130_85,false,false,
0.13,2.0e7,0.71,2.517,0.85,0.00963,-0.1037,0.00079,0.00883,0.00472,polar.c130_85,false,false,
0.13,2.0e7,0.72,2.361,0.85,0.0103,-0.1098,0.00132,0.00897,0.00544,polar.c130_85,false,false,
0.13,2.0e7,0.725,2.324,0.85,0.01127,-0.1125,0.0021,0.00917,0.00645,polar.c130_85,false,false,
0.13,2.0e7,0.73,2.331,0.85,0.01282,-0.1146,0.00332,0.0095,0.00805,polar.c130_85,false,false,
0.13,2.0e7,0.735,2.39,0.85,0.01506,-0.1158,0.00503,0.01003,0.01036,polar.c130_85,false,false,
0.13,2.0e7,0.74,2.515,0.85,0.01819,-0.1158,0.00725,0.01093,0.01356,polar.c130_85,false,false,
0.13,2.0e7,0.745,2.668,0.85,0.02216,-0.1163,0.00967,0.0125,0.01761,polar.c130_85,false,false,
0.13,2.0e7,0.3,4.782,0.9,0.00796,-0.0987,0.0,0.00796,0.00249,polar.c130_90,false,false,
0.13,2.0e7,0.4,4.521,0.9,0.00802,-0.0998,0.0,0.00802,0.00263,polar.c130_90,false,false,
0.13,2.0e7,0.45,4.356,0.9,0.00807,-0.1005,0.0,0.00807,0.00274,polar.c130_90,false,false,
0.13,2.0e7,0.5,4.215,0.9,0.00827,-0.0996,5.0e-5,0.00822,0.00306,polar.c130_90,false,false,
0.13,2.0e7,0.55,4.113,0.9,0.00928,-0.0963,0.00109,0.00818,0.00423,polar.c130_90,false,false,
0.13,2.0e7,0.6,3.84,0.9,0.01057,-0.0955,0.00198,0.00858,0.00561,polar.c130_90,false,false,
0.13,2.0e7,0.65,3.509,0.9,0.01136,-0.093,0.00245,0.00892,0.00646,polar.c130_90,false,false,
0.13,2.0e7,0.67,3.321,0.9,0.01135,-0.0928,0.00237,0.00898,0.00646,polar.c130_90,false,false,
0.13,2.0e7,0.68,3.195,0.9,0.01118,-0.0938,0.00219,0.00898,0.00629,polar.c130_90,false,false,
0.13,2.0e7,0.69,3.042,0.9,0.01093,-0.0962,0.00196,0.00897,0.00604,polar.c130_90,false,false,
0.13,2.0e7,0.7,2.862,0.9,0.01073,-0.1003,0.00177,0.00896,0.00585,polar.c130_90,false,false,
0.13,2.0e7,0.71,2.683,0.9,0.01095,-0.106,0.00191,0.00903,0.0061,polar.c130_90,false,false,
0.13,2.0e7,0.72,2.578,0.9,0.01249,-0.1119,0.00314,0.00935,0.00771,polar.c130_90,false,false,
0.13,2.0e7,0.725,2.585,0.9,0.01413,-0.1141,0.00443,0.0097,0.0094,polar.c130_90,false,false,
0.13,2.0e7,0.73,2.644,0.9,0.01653,-0.1154,0.00626,0.01027,0.01187,polar.c130_90,false,false,
0.13,2.0e7,0.735,2.772,0.9,0.01995,-0.1157,0.00867,0.01127,0.01536,polar.c130_90,false,false,
0.13,2.0e7,0.74,2.924,0.9,0.02427,-0.1168,0.01117,0.0131,0.01976,polar.c130_90,false,false,
0.13,2.0e7,0.0,5.124,0.9,0.00788,-0.0966,0.0,0.00788,0.00232,polar.c130_90,false,false,
0.13,2.0e7,0.1,5.09,0.9,0.00788,-0.0968,0.0,0.00788,0.00234,polar.c130_90,false,false,
0.13,2.0e7,0.2,4.984,0.9,0.00789,-0.0973,0.0,0.00789,0.00238,polar.c130_90,false,false,
0.13,2.0e7,0.63,3.659,0.9,0.0111,-0.094,0.0023,0.00879,0.00617,polar.c130_90,false,false,
0.14,2.0e7,0.3,0.743,0.4,0.00714,-0.0915,0.0,0.00714,0.00163,polar.c140_40,false,false,
0.14,2.0e7,0.4,0.669,0.4,0.00721,-0.0933,0.0,0.00721,0.00175,polar.c140_40,false,false,
0.14,2.0e7,0.5,0.575,0.4,0.00732,-0.0956,0.0,0.00732,0.00195,polar.c140_40,false,false,
0.14,2.0e7,0.6,0.469,0.4,0.00753,-0.0983,0.0,0.00753,0.00227,polar.c140_40,false,false,
0.14,2.0e7,0.65,0.417,0.4,0.00772,-0.0996,0.0,0.00772,0.00253,polar.c140_40,false,false,
0.14,2.0e7,0.7,0.382,0.4,0.00802,-0.1003,0.0,0.00802,0.00293,polar.c140_40,false,false,
0.14,2.0e7,0.72,0.377,0.4,0.00819,-0.1002,-1.0e-5,0.0082,0.00314,polar.c140_40,false,false,
0.14,2.0e7,0.73,0.361,0.4,0.0083,-0.1006,-1.0e-5,0.0083,0.00328,polar.c140_40,false,false,
0.14,2.0e7,0.74,0.329,0.4,0.00858,-0.1021,0.00013,0.00845,0.00362,polar.c140_40,false,false,
0.14,2.0e7,0.75,0.331,0.4,0.00945,-0.1036,0.00073,0.00872,0.00456,polar.c140_40,false,false,
0.14,2.0e7,0.76,0.429,0.4,0.01132,-0.1033,0.00207,0.00925,0.00653,polar.c140_40,false,false,
0.14,2.0e7,0.77,0.677,0.4,0.01476,-0.0988,0.00437,0.01038,0.01009,polar.c140_40,false,false,
0.14,2.0e7,0.78,1.071,0.4,0.02049,-0.09,0.00748,0.01301,0.016,polar.c140_40,false,false,
0.14,2.0e7,0.0,0.848,0.4,0.00708,-0.0892,0.0,0.00708,0.00149,polar.c140_40,false,false,
0.14,2.0e7,0.1,0.837,0.4,0.00708,-0.0895,0.0,0.00708,0.00151,polar.c140_40,false,false,
0.14,2.0e7,0.2,0.805,0.4,0.0071,-0.0902,0.0,0.0071,0.00155,polar.c140_40,false,false,
0.14,2.0e7,0.45,0.631,0.4,0.00725,-0.0942,0.0,0.00725,0.00183,polar.c140_40,false,false,
0.14,2.0e7,0.55,0.53,0.4,0.00741,-0.0967,0.0,0.00741,0.00208,polar.c140_40,false,false,
0.14,2.0e7,0.63,0.446,0.4,0.00764,-0.0989,0.0,0.00764,0.00241,polar.c140_40,false,false,
0.14,2.0e7,0.67,0.408,0.4,0.00783,-0.0999,0.0,0.00783,0.00267,polar.c140_40,false,false,
0.14,2.0e7,0.68,0.399,0.4,0.00789,-0.1001,0.0,0.00789,0.00275,polar.c140_40,false,false,
0.14,2.0e7,0.69,0.392,0.4,0.00796,-0.1003,0.0,0.00796,0.00283,polar.c140_40,false,false,
0.14,2.0e7,0.71,0.392,0.4,0.00812,-0.1,0.0,0.00811,0.00304,polar.c140_40,false,false,
0.14,2.0e7,0.725,0.382,0.4,0.00825,-0.1002,-1.0e-5,0.00826,0.00321,polar.c140_40,false,false,
0.14,2.0e7,0.735,0.354,0.4,0.00842,-0.1012,4.0e-5,0.00838,0.00342,polar.c140_40,false,false,
0.14,2.0e7,0.745,0.333,0.4,0.00899,-0.1029,0.0004,0.00859,0.00406,polar.c140_40,false,false,
0.14,2.0e7,0.755,0.381,0.4,0.01039,-0.1038,0.00141,0.00898,0.00554,polar.c140_40,false,false,
0.14,2.0e7,0.765,0.558,0.4,0.01311,-0.1015,0.00331,0.0098,0.00838,polar.c140_40,false,false,
0.14,2.0e7,0.775,0.912,0.4,0.01786,-0.0936,0.00623,0.01163,0.01329,polar.c140_40,false,false,
0.14,2.0e7,0.785,1.393,0.4,0.02553,-0.0827,0.00939,0.01614,0.02114,polar.c140_40,false,false,
0.14,2.0e7,0.79,1.78,0.4,0.03031,-0.0713,0.01102,0.01929,0.026,polar.c140_40,false,false,
0.14,2.0e7,0.8,2.843,0.4,0.04265,-0.0399,0.01518,0.02746,0.03855,polar.c140_40,false,false,
0.14,2.0e7,0.81,4.04,0.4,0.05803,-0.0094,0.02109,0.03694,0.05411,polar.c140_40,false,false,
0.14,2.0e7,0.3,1.58,0.5,0.00725,-0.0923,0.0,0.00725,0.00173,polar.c140_50,false,false,
0.14,2.0e7,0.4,1.47,0.5,0.00731,-0.094,0.0,0.00731,0.00186,polar.c140_50,false,false,
0.14,2.0e7,0.5,1.327,0.5,0.00743,-0.0962,0.0,0.00743,0.00206,polar.c140_50,false,false,
0.14,2.0e7,0.6,1.154,0.5,0.00765,-0.0988,0.0,0.00765,0.00239,polar.c140_50,false,false,
0.14,2.0e7,0.65,1.057,0.5,0.00785,-0.1001,0.0,0.00785,0.00266,polar.c140_50,false,false,
0.14,2.0e7,0.68,1.0,0.5,0.00801,-0.1006,0.0,0.00801,0.00288,polar.c140_50,false,false,
0.14,2.0e7,0.7,0.973,0.5,0.00816,-0.1004,0.0,0.00816,0.00308,polar.c140_50,false,false,
0.14,2.0e7,0.72,0.921,0.5,0.00832,-0.101,-2.0e-5,0.00834,0.00329,polar.c140_50,false,false,
0.14,2.0e7,0.73,0.869,0.5,0.00855,-0.1025,9.0e-5,0.00846,0.00356,polar.c140_50,false,false,
0.14,2.0e7,0.74,0.838,0.5,0.00933,-0.1046,0.00064,0.00869,0.0044,polar.c140_50,false,false,
0.14,2.0e7,0.76,1.063,0.5,0.01387,-0.1037,0.00384,0.01003,0.00913,polar.c140_50,false,false,
0.14,2.0e7,0.3,2.419,0.6,0.00738,-0.093,0.0,0.00738,0.00188,polar.c140_60,false,false,
0.14,2.0e7,0.4,2.274,0.6,0.00745,-0.0946,0.0,0.00745,0.002,polar.c140_60,false,false,
0.14,2.0e7,0.5,2.083,0.6,0.00757,-0.0966,0.0,0.00757,0.00221,polar.c140_60,false,false,
0.14,2.0e7,0.6,1.842,0.6,0.0078,-0.0988,0.0,0.0078,0.00256,polar.c140_60,false,false,
0.14,2.0e7,0.65,1.701,0.6,0.00802,-0.0997,1.0e-5,0.00801,0.00285,polar.c140_60,false,false,
0.14,2.0e7,0.68,1.623,0.6,0.00819,-0.0995,0.0,0.00819,0.00309,polar.c140_60,false,false,
0.14,2.0e7,0.7,1.56,0.6,0.00834,-0.0994,-2.0e-5,0.00835,0.00328,polar.c140_60,false,false,
0.14,2.0e7,0.71,1.516,0.6,0.00842,-0.0997,-2.0e-5,0.00844,0.00339,polar.c140_60,false,false,
0.14,2.0e7,0.72,1.445,0.6,0.00861,-0.1013,6.0e-5,0.00855,0.00361,polar.c140_60,false,false,
0.14,2.0e7,0.73,1.391,0.6,0.00924,-0.1032,0.0005,0.00874,0.0043,polar.c140_60,false,false,
0.14,2.0e7,0.74,1.386,0.6,0.01062,-0.1048,0.00152,0.0091,0.00576,polar.c140_60,false,false,
0.14,2.0e7,0.76,1.77,0.6,0.01799,-0.1017,0.00636,0.01163,0.01335,polar.c140_60,false,false,
0.14,2.0e7,0.77,2.309,0.6,0.0263,-0.0955,0.00917,0.01713,0.02184,polar.c140_60,false,false,
0.14,2.0e7,0.0,2.61,0.6,0.00732,-0.0909,0.0,0.00732,0.00173,polar.c140_60,false,false,
0.14,2.0e7,0.1,2.591,0.6,0.00732,-0.0911,0.0,0.00732,0.00174,polar.c140_60,false,false,
0.14,2.0e7,0.2,2.53,0.6,0.00734,-0.0918,0.0,0.00734,0.00179,polar.c140_60,false,false,
0.14,2.0e7,0.45,2.192,0.6,0.00749,-0.0954,0.0,0.00749,0.00208,polar.c140_60,false,false,
0.14,2.0e7,0.55,1.976,0.6,0.00766,-0.0976,0.0,0.00766,0.00235,polar.c140_60,false,false,
0.14,2.0e7,0.63,1.766,0.6,0.00792,-0.0993,0.0,0.00792,0.00272,polar.c140_60,false,false,
0.14,2.0e7,0.67,1.657,0.6,0.00813,-0.0995,-0.0,0.00813,0.003,polar.c140_60,false,false,
0.14,2.0e7,0.69,1.603,0.6,0.00826,-0.0992,-1.0e-5,0.00828,0.00318,polar.c140_60,false,false,
0.14,2.0e7,0.725,1.419,0.6,0.00892,-0.1023,0.00028,0.00864,0.00395,polar.c140_60,false,false,
0.14,2.0e7,0.735,1.387,0.6,0.00991,-0.1041,0.001,0.00891,0.00501,polar.c140_60,false,false,
0.14,2.0e7,0.745,1.432,0.6,0.01199,-0.1053,0.00254,0.00946,0.00718,polar.c140_60,false,false,
0.14,2.0e7,0.75,1.505,0.6,0.01361,-0.105,0.00369,0.00992,0.00885,polar.c140_60,false,false,
0.14,2.0e7,0.755,1.626,0.6,0.01573,-0.1038,0.00509,0.01064,0.01102,polar.c140_60,false,false,
0.14,2.0e7,0.765,1.955,0.6,0.02198,-0.102,0.00813,0.01385,0.01742,polar.c140_60,false,false,
0.14,2.0e7,0.775,2.903,0.6,0.03337,-0.0848,0.01154,0.02184,0.02902,polar.c140_60,false,false,
0.14,2.0e7,0.78,3.458,0.6,0.04059,-0.0757,0.01401,0.02659,0.03636,polar.c140_60,false,false,
0.14,2.0e7,0.79,4.479,0.6,0.05616,-0.0622,0.01966,0.0365,0.05212,polar.c140_60,false,false,
0.14,2.0e7,0.8,5.243,0.6,0.07066,-0.0538,0.02532,0.04534,0.06676,polar.c140_60,false,false,
0.14,2.0e7,0.81,6.022,0.6,0.086,-0.0439,0.03096,0.05503,0.08222,polar.c140_60,false,false,
0.14,2.0e7,0.3,3.264,0.7,0.00755,-0.0935,0.0,0.00755,0.00205,polar.c140_70,false,false,
0.14,2.0e7,0.4,3.083,0.7,0.00762,-0.0949,0.0,0.00762,0.00219,polar.c140_70,false,false,
0.14,2.0e7,0.45,2.97,0.7,0.00767,-0.0957,0.0,0.00767,0.00229,polar.c140_70,false,false,
0.14,2.0e7,0.5,2.841,0.7,0.00775,-0.0966,0.0,0.00775,0.00241,polar.c140_70,false,false,
0.14,2.0e7,0.6,2.541,0.7,0.00802,-0.0977,3.0e-5,0.008,0.00282,polar.c140_70,false,false,
0.14,2.0e7,0.65,2.357,0.7,0.00829,-0.0976,5.0e-5,0.00824,0.00318,polar.c140_70,false,false,
0.14,2.0e7,0.68,2.24,0.7,0.00849,-0.0966,4.0e-5,0.00845,0.00344,polar.c140_70,false,false,
0.14,2.0e7,0.7,2.136,0.7,0.00865,-0.0962,2.0e-5,0.00863,0.00364,polar.c140_70,false,false,
0.14,2.0e7,0.71,2.065,0.7,0.00872,-0.0967,3.0e-5,0.00872,0.00374,polar.c140_70,false,false,
0.14,2.0e7,0.72,1.969,0.7,0.00887,-0.0983,7.0e-5,0.00881,0.00392,polar.c140_70,false,false,
0.14,2.0e7,0.73,1.882,0.7,0.0101,-0.1024,0.00102,0.00908,0.00523,polar.c140_70,false,false,
0.14,2.0e7,0.74,1.925,0.7,0.01293,-0.1047,0.00318,0.00975,0.00816,polar.c140_70,false,false,
0.14,2.0e7,0.75,2.164,0.7,0.01801,-0.1033,0.0066,0.01141,0.01338,polar.c140_70,false,false,
0.14,2.0e7,0.3,4.117,0.8,0.00779,-0.0937,0.0,0.00779,0.0023,polar.c140_80,false,false,
0.14,2.0e7,0.4,3.9,0.8,0.00786,-0.0948,0.0,0.00786,0.00245,polar.c140_80,false,false,
0.14,2.0e7,0.5,3.61,0.8,0.00801,-0.0958,1.0e-5,0.008,0.0027,polar.c140_80,false,false,
0.14,2.0e7,0.55,3.46,0.8,0.00819,-0.0953,8.0e-5,0.00811,0.00299,polar.c140_80,false,false,
0.14,2.0e7,0.6,3.288,0.8,0.00878,-0.0939,0.00049,0.00829,0.00368,polar.c140_80,false,false,
0.14,2.0e7,0.63,3.147,0.8,0.00917,-0.0929,0.00068,0.00849,0.00412,polar.c140_80,false,false,
0.14,2.0e7,0.65,3.054,0.8,0.00942,-0.0915,0.00078,0.00864,0.00441,polar.c140_80,false,false,
0.14,2.0e7,0.67,2.942,0.8,0.00962,-0.09,0.00082,0.0088,0.00464,polar.c140_80,false,false,
0.14,2.0e7,0.68,2.876,0.8,0.00965,-0.0893,0.00078,0.00887,0.00469,polar.c140_80,false,false,
0.14,2.0e7,0.69,2.792,0.8,0.0096,-0.0891,0.00067,0.00893,0.00465,polar.c140_80,false,false,
0.14,2.0e7,0.7,2.671,0.8,0.00946,-0.0904,0.0005,0.00896,0.00452,polar.c140_80,false,false,
0.14,2.0e7,0.71,2.505,0.8,0.00945,-0.0944,0.00048,0.00898,0.00454,polar.c140_80,false,false,
0.14,2.0e7,0.72,2.369,0.8,0.01045,-0.1,0.00127,0.00918,0.0056,polar.c140_80,false,false,
0.14,2.0e7,0.74,2.599,0.8,0.01936,-0.104,0.00776,0.0116,0.01477,polar.c140_80,false,false,
0.14,2.0e7,0.0,4.399,0.8,0.00772,-0.0919,0.0,0.00772,0.00214,polar.c140_80,false,false,
0.14,2.0e7,0.1,4.37,0.8,0.00772,-0.0921,0.0,0.00772,0.00215,polar.c140_80,false,false,
0.14,2.0e7,0.2,4.282,0.8,0.00774,-0.0926,0.0,0.00774,0.0022,polar.c140_80,false,false,
0.14,2.0e7,0.45,3.774,0.8,0.0079,-0.0952,0.0,0.0079,0.00253,polar.c140_80,false,false,
0.14,2.0e7,0.725,2.361,0.8,0.01198,-0.1025,0.00249,0.00949,0.00718,polar.c140_80,false,false,
0.14,2.0e7,0.73,2.393,0.8,0.01388,-0.104,0.00396,0.00992,0.00915,polar.c140_80,false,false,
0.14,2.0e7,0.735,2.482,0.8,0.01653,-0.1045,0.0059,0.01062,0.01186,polar.c140_80,false,false,
0.14,2.0e7,0.3,4.553,0.85,0.00795,-0.0935,0.0,0.00795,0.00246,polar.c140_85,false,false,
0.14,2.0e7,0.4,4.316,0.85,0.00801,-0.0945,0.0,0.00801,0.00261,polar.c140_85,false,false,
0.14,2.0e7,0.45,4.167,0.85,0.00806,-0.0949,0.0,0.00806,0.00272,polar.c140_85,false,false,
0.14,2.0e7,0.5,4.006,0.85,0.00821,-0.0949,3.0e-5,0.00818,0.00292,polar.c140_85,false,false,
0.14,2.0e7,0.55,3.921,0.85,0.00878,-0.0916,0.00056,0.00822,0.00366,polar.c140_85,false,false,
0.14,2.0e7,0.6,3.683,0.85,0.00975,-0.0906,0.0012,0.00855,0.00472,polar.c140_85,false,false,
0.14,2.0e7,0.63,3.53,0.85,0.01034,-0.0887,0.00155,0.00879,0.00537,polar.c140_85,false,false,
0.14,2.0e7,0.65,3.418,0.85,0.01067,-0.0868,0.00173,0.00894,0.00573,polar.c140_85,false,false,
0.14,2.0e7,0.67,3.266,0.85,0.01077,-0.0855,0.00171,0.00906,0.00585,polar.c140_85,false,false,
0.14,2.0e7,0.68,3.16,0.85,0.01065,-0.0857,0.00157,0.00908,0.00574,polar.c140_85,false,false,
0.14,2.0e7,0.69,3.022,0.85,0.01045,-0.0874,0.00136,0.00909,0.00555,polar.c140_85,false,false,
0.14,2.0e7,0.7,2.852,0.85,0.0103,-0.091,0.00121,0.00909,0.00541,polar.c140_85,false,false,
0.14,2.0e7,0.71,2.681,0.85,0.01068,-0.0964,0.0015,0.00918,0.00583,polar.c140_85,false,false,
0.14,2.0e7,0.72,2.599,0.85,0.01262,-0.1017,0.00304,0.00958,0.00786,polar.c140_85,false,false,
0.14,2.0e7,0.3,4.985,0.9,0.0081,-0.0934,0.0,0.0081,0.00262,polar.c140_90,false,false,
0.14,2.0e7,0.4,4.73,0.9,0.00816,-0.0942,0.0,0.00816,0.00277,polar.c140_90,false,false,
0.14,2.0e7,0.45,4.57,0.9,0.00823,-0.0944,0.0,0.00822,0.00289,polar.c140_90,false,false,
0.14,2.0e7,0.5,4.453,0.9,0.00854,-0.0925,0.0001,0.00844,0.00335,polar.c140_90,false,false,
0.14,2.0e7,0.55,4.372,0.9,0.00986,-0.088,0.00138,0.00848,0.00485,polar.c140_90,false,false,
0.14,2.0e7,0.6,4.113,0.9,0.01139,-0.0858,0.00243,0.00896,0.00646,polar.c140_90,false,false,
0.14,2.0e7,0.63,3.938,0.9,0.0122,-0.0831,0.003,0.0092,0.00731,polar.c140_90,false,false,
0.14,2.0e7,0.65,3.776,0.9,0.01245,-0.0817,0.00316,0.00929,0.00758,polar.c140_90,false,false,
0.14,2.0e7,0.67,3.537,0.9,0.0122,-0.0827,0.00292,0.00928,0.00733,polar.c140_90,false,false,
0.14,2.0e7,0.68,3.382,0.9,0.01192,-0.0846,0.00266,0.00926,0.00705,polar.c140_90,false,false,
0.14,2.0e7,0.69,3.205,0.9,0.01167,-0.0881,0.00242,0.00924,0.00681,polar.c140_90,false,false,
0.14,2.0e7,0.7,3.02,0.9,0.01174,-0.0931,0.00245,0.00929,0.00691,polar.c140_90,false,false,
0.14,2.0e7,0.71,2.886,0.9,0.01288,-0.0987,0.00334,0.00954,0.00812,polar.c140_90,false,false,
0.14,2.0e7,0.72,2.889,0.9,0.01623,-0.103,0.00594,0.01029,0.01157,polar.c140_90,false,false,
0.14,2.0e7,0.73,3.074,0.9,0.02281,-0.1057,0.01039,0.01242,0.01829,polar.c140_90,false,false,
0.14,2.0e7,0.0,5.31,0.9,0.00802,-0.0921,0.0,0.00802,0.00243,polar.c140_90,false,false,
0.14,2.0e7,0.1,5.276,0.9,0.00802,-0.0922,0.0,0.00802,0.00245,polar.c140_90,false,false,
0.14,2.0e7,0.2,5.173,0.9,0.00803,-0.0927,0.0,0.00803,0.0025,polar.c140_90,false,false,
0.14,2.0e7,0.725,3.005,0.9,0.01989,-0.104,0.00862,0.01128,0.01531,polar.c140_90,false,false,
0.145,2.0e7,0.3,0.85,0.4,0.00722,-0.0888,0.0,0.00722,0.0017,polar.c145_40,false,false,
0.145,2.0e7,0.4,0.778,0.4,0.00729,-0.0904,0.0,0.00729,0.00183,polar.c145_40,false,false,
0.145,2.0e7,0.5,0.689,0.4,0.00741,-0.0923,0.0,0.00741,0.00203,polar.c145_40,false,false,
0.145,2.0e7,0.6,0.591,0.4,0.00765,-0.0944,0.0,0.00765,0.00238,polar.c145_40,false,false,
0.145,2.0e7,0.65,0.545,0.4,0.00785,-0.0953,0.0,0.00785,0.00266,polar.c145_40,false,false,
0.145,2.0e7,0.68,0.522,0.4,0.00803,-0.0955,0.0,0.00803,0.00289,polar.c145_40,false,false,
0.145,2.0e7,0.7,0.523,0.4,0.00818,-0.095,0.0,0.00818,0.00309,polar.c145_40,false,false,
0.145,2.0e7,0.72,0.519,0.4,0.00836,-0.0946,-1.0e-5,0.00838,0.00333,polar.c145_40,false,false,
0.145,2.0e7,0.73,0.497,0.4,0.00851,-0.0951,1.0e-5,0.0085,0.00352,polar.c145_40,false,false,
0.145,2.0e7,0.75,0.503,0.4,0.01025,-0.0974,0.00119,0.00906,0.00541,polar.c145_40,false,false,
0.145,2.0e7,0.76,0.656,0.4,0.01287,-0.0951,0.00304,0.00983,0.00815,polar.c145_40,false,false,
0.145,2.0e7,0.77,0.985,0.4,0.01747,-0.0871,0.00595,0.01153,0.01292,polar.c145_40,false,false,
0.145,2.0e7,0.0,0.951,0.4,0.00715,-0.0868,0.0,0.00715,0.00156,polar.c145_40,false,false,
0.145,2.0e7,0.1,0.941,0.4,0.00716,-0.087,0.0,0.00716,0.00157,polar.c145_40,false,false,
0.145,2.0e7,0.2,0.91,0.4,0.00718,-0.0876,0.0,0.00718,0.00161,polar.c145_40,false,false,
0.145,2.0e7,0.45,0.743,0.4,0.00734,-0.0911,0.0,0.00734,0.00191,polar.c145_40,false,false,
0.145,2.0e7,0.55,0.648,0.4,0.00751,-0.0932,0.0,0.00751,0.00217,polar.c145_40,false,false,
0.145,2.0e7,0.63,0.571,0.4,0.00776,-0.0948,0.0,0.00776,0.00253,polar.c145_40,false,false,
0.145,2.0e7,0.67,0.539,0.4,0.00796,-0.0953,0.0,0.00796,0.0028,polar.c145_40,false,false,
0.145,2.0e7,0.69,0.532,0.4,0.0081,-0.0952,0.0,0.0081,0.00299,polar.c145_40,false,false,
0.145,2.0e7,0.71,0.535,0.4,0.00827,-0.0945,-1.0e-5,0.00828,0.0032,polar.c145_40,false,false,
0.145,2.0e7,0.725,0.521,0.4,0.00843,-0.0946,-1.0e-5,0.00844,0.00341,polar.c145_40,false,false,
0.145,2.0e7,0.735,0.49,0.4,0.0087,-0.0958,0.00011,0.00859,0.00373,polar.c145_40,false,false,
0.145,2.0e7,0.74,0.48,0.4,0.00903,-0.0966,0.00033,0.0087,0.00409,polar.c145_40,false,false,
0.145,2.0e7,0.745,0.485,0.4,0.00956,-0.0972,0.0007,0.00886,0.00466,polar.c145_40,false,false,
0.145,2.0e7,0.755,0.575,0.4,0.01151,-0.0967,0.00209,0.00941,0.00672,polar.c145_40,false,false,
